freq,h2Om
2.452277264917854e-07,4.6498600838748886e-21
2.456229700893489e-07,4.672379450765072e-21
2.4601885071725065e-07,4.695007879403929e-21
2.4641536940221745e-07,4.717745897979628e-21
2.4681252717263324e-07,4.740594037238483e-21
2.4721032505853714e-07,4.7635528304971065e-21
2.476087640916301e-07,4.786622813655049e-21
2.48007845305276e-07,4.809804525207254e-21
2.4840756973450246e-07,4.833098506256504e-21
2.4880793841600753e-07,4.856505300526272e-21
2.4920895238815804e-07,4.880025454373183e-21
2.496106126909959e-07,4.9036595167999586e-21
2.500129203662393e-07,4.927408039468154e-21
2.5041587645728403e-07,4.951271576710947e-21
2.5081948200920893e-07,4.975250685546252e-21
2.512237380687772e-07,4.999345925689621e-21
2.516286456844378e-07,5.023557859567237e-21
2.5203420590633147e-07,5.047887052329252e-21
2.524404197862894e-07,5.072334071862715e-21
2.528472883778396e-07,5.09689948880506e-21
2.532548127362082e-07,5.121583876557336e-21
2.536629939183206e-07,5.1463878112974904e-21
2.5407183298280743e-07,5.171311871994028e-21
2.544813309900038e-07,5.196356640419285e-21
2.548914890019552e-07,5.2215227011632334e-21
2.5530230808241903e-07,5.246810641647028e-21
2.557137892968654e-07,5.272221052136607e-21
2.5612593371248396e-07,5.297754525756724e-21
2.565387423981822e-07,5.323411658504503e-21
2.5695221642459197e-07,5.3491930492635964e-21
2.573663568640708e-07,5.375099299818066e-21
2.5778116479070294e-07,5.401131014866319e-21
2.581966412803059e-07,5.42728880203547e-21
2.5861278741042903e-07,5.4535732718952476e-21
2.5902960426035993e-07,5.479985037972471e-21
2.5944709291112586e-07,5.5065247167653e-21
2.598652544454947e-07,5.5331929277574966e-21
2.6028408994798165e-07,5.5599902934331235e-21
2.607036005048478e-07,5.5869174392908245e-21
2.6112378720410654e-07,5.6139749938586344e-21
2.615446511355248e-07,5.641163588708573e-21
2.619661933906244e-07,5.6684838584712625e-21
2.6238841506268857e-07,5.695936440850997e-21
2.628113172467605e-07,5.7235219766403466e-21
2.632349010396498e-07,5.751241109735357e-21
2.63659167539934e-07,5.779094487150472e-21
2.6408411784795957e-07,5.8070827590335355e-21
